subject,status,model,split,role,main_result,me,mae,rmse,n_train,n_val,n_test,total_rows,valid_rows,skipped_rows,feature_rows,feature_dim,elapsed_seconds,evaluation_mode,split_mode,scaler_scope,feature_scaler,target_scaler,channels,feature_set,horizons,seed_or_ensemble
8Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-5.554830551147461,6.240390300750732,10.177795655939576,6647,949,1901,10187,10187,0,9938,56,56.0924608707428,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
8Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-1.7215352058410645,7.6215972900390625,10.559258860965153,6647,949,1901,10187,10187,0,9938,56,56.0924608707428,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
9Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-3.7165286540985107,4.70974588394165,6.703448805735245,21973,3139,6278,32080,32080,0,31831,56,532.7635982036591,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
9Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-0.7656019926071167,3.1397740840911865,5.047931005583752,21973,3139,6278,32080,32080,0,31831,56,532.7635982036591,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
10Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,1.877878189086914,4.830663204193115,6.06503651833606,15544,2220,4442,22896,22896,0,22647,56,192.28105473518372,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
10Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-0.6035158634185791,7.473443508148193,10.130035655193335,15544,2220,4442,22896,22896,0,22647,56,192.28105473518372,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
11Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,val,candidate,False,-4.895636558532715,5.87188720703125,7.929604515806549,18825,2689,5379,27583,27583,0,27334,56,153.7511854171753,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
11Amar,unhealthy,causalgaitnet_multihorizon_4ch_extended,test,candidate,False,-0.23701506853103638,4.788383483886719,6.516323427232628,18825,2689,5379,27583,27583,0,27334,56,153.7511854171753,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,"1,5,10,20",42
1Nmar,healthy,transformer_4ch_extended,test,candidate,True,6.417690277099609,10.367950439453125,12.495608359399089,3533,504,1011,5700,5681,19,5432,56,437.9954102039337,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
2Nmar,healthy,transformer_4ch_extended,test,candidate,True,-3.3069145679473877,7.961536884307861,11.795107354115824,4725,675,1351,7400,7384,16,7135,56,287.131933927536,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
3Nmar,healthy,transformer_4ch_extended,test,candidate,True,-7.073495864868164,11.123970031738281,15.429504053498093,4402,628,1259,6940,6922,18,6673,56,190.92184948921204,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
4Nmar,healthy,transformer_4ch_extended,test,candidate,True,-2.210958242416382,6.5340166091918945,9.154520854484701,4822,688,1379,7540,7522,18,7273,56,206.78853631019592,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
5Nmar,healthy,transformer_4ch_extended,test,candidate,True,-2.8440871238708496,6.1714558601379395,8.813327615171454,4151,593,1186,6580,6563,17,6314,56,687.4274423122406,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
6Nmar,healthy,transformer_4ch_extended,test,candidate,True,-2.0901877880096436,6.516119480133057,8.88999553255499,4666,666,1335,7320,7300,20,7051,56,166.3560209274292,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
7Nmar,healthy,transformer_4ch_extended,test,candidate,True,3.309661865234375,5.616091251373291,6.994194893412054,5259,751,1504,8147,8147,0,7898,56,176.99277901649475,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
8Nmar,healthy,transformer_4ch_extended,test,candidate,True,0.6627466678619385,3.8002209663391113,5.835268771299295,6015,859,1720,9240,9227,13,8978,56,691.0634937286377,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
9Nmar,healthy,transformer_4ch_extended,test,candidate,True,-3.515392303466797,5.602348327636719,9.21103730928218,3297,471,942,5360,5343,17,5094,56,347.95003604888916,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
10Nmar,healthy,transformer_4ch_extended,test,candidate,True,4.425111293792725,13.154154777526855,15.299955500120387,3648,521,1043,5860,5845,15,5596,56,163.90611004829407,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
11Nmar,healthy,transformer_4ch_extended,test,candidate,True,0.09686354547739029,4.486200332641602,6.151710036807093,3679,525,1053,5890,5890,0,5641,56,174.49583983421326,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
1Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-1.2259691953659058,4.405183792114258,6.5951889420543885,8638,1234,2468,12973,12973,0,12724,56,601.9470055103302,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
2Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-2.9295401573181152,4.428581237792969,7.222976570185401,7309,1044,2089,11075,11075,0,10826,56,912.5763583183289,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
3Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-1.9310215711593628,3.5987370014190674,7.331664704726294,30122,4303,8607,43665,43665,0,43416,56,1898.5051519870758,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
4Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-1.5681126117706299,6.036733150482178,10.772833416485003,39137,5591,11183,56544,56544,0,56295,56,5000.418228149414,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
5Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-1.628246545791626,5.660972595214844,9.127169416506806,31788,4541,9083,46045,46045,0,45796,56,1909.8325996398926,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
6Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-3.259420871734619,4.1052327156066895,6.62652570322547,35520,5074,10149,51376,51376,0,51127,56,1600.498006105423,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
7Amar,unhealthy,transformer_4ch_extended,test,candidate,True,0.08584850281476974,6.855684757232666,10.015318391245849,10564,1509,3019,15725,15725,0,15476,56,662.0715210437775,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
8Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-2.616483688354492,6.727817058563232,9.541778652638984,6687,955,1912,10187,10187,0,9938,56,433.7257287502289,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
9Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-0.6233643889427185,4.457556247711182,6.433445811235494,22012,3144,6291,32080,32080,0,31831,56,1364.224633693695,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
10Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-0.6476031541824341,6.384506702423096,8.721443006477447,15584,2226,4453,22896,22896,0,22647,56,1979.7520277500153,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
11Amar,unhealthy,transformer_4ch_extended,test,candidate,True,-0.3268641531467438,4.530115604400635,6.287560780043732,18865,2695,5390,27583,27583,0,27334,56,897.0040504932404,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,"42,3407,2026,2027,7"
